customer_id,customer_name,gender,age,country,signup_date,subscription_plan,monthly_fee,billing_cycle,payment_method,last_payment_date,login_frequency,support_tickets,avg_session_minutes,total_revenue,auto_renew,contract_type,churn_status,churn_date,churn_reason
1174,Kabir Smith,Male,59,USA,2024-01-31,Standard,19.99,Monthly,UPI,2025-11-26,35,0,51.4,439.78,No,Annual,Yes,2025-12-14,Switched Competitor
1175,Mia Patel,Female,49,India,2023-01-08,Standard,19.99,Monthly,Debit Card,2024-10-30,12,2,28.7,439.78,Yes,Monthly,No,,
1176,Mia Waghchaure,Male,49,India,2023-07-15,Premium,39.99,Yearly,Debit Card,2025-08-24,21,8,123.1,11997.0,No,Annual,No,,
1177,John Brown,Male,22,India,2023-07-04,Standard,19.99,Yearly,Debit Card,2024-04-07,50,8,65.4,2158.92,Yes,Monthly,No,,
1178,Om Brown,Male,21,Japan,2022-11-07,Premium,39.99,Yearly,UPI,2024-06-16,2,10,140.8,9117.72,No,Annual,No,,
1179,Kabir Sharma,Female,37,Germany,2024-05-28,Basic,9.99,Yearly,UPI,2025-01-29,8,2,27.0,959.04,No,Annual,Yes,2025-01-30,Switched Competitor
1180,Ava Patel,Female,18,UK,2023-08-04,Premium,39.99,Monthly,PayPal,2025-02-28,38,10,32.3,759.81,Yes,Monthly,No,,
1181,Riya Sharma,Male,24,Japan,2023-07-18,Basic,9.99,Monthly,UPI,2024-01-22,33,6,57.8,59.94,No,Annual,Yes,2024-02-23,Switched Competitor
1182,Anaya Smith,Male,62,Canada,2022-01-23,Standard,19.99,Monthly,UPI,2023-11-27,56,5,122.3,439.78,Yes,Monthly,No,,
1183,Alex Patel,Female,52,Australia,2023-06-22,Basic,9.99,Monthly,UPI,2023-08-02,6,2,41.3,9.99,Yes,Annual,No,,
1184,Sophia Johnson,Male,59,Canada,2023-11-30,Basic,9.99,Monthly,PayPal,2024-01-26,3,5,168.8,9.99,No,Annual,No,,
1185,Riya Sharma,Male,40,Canada,2024-02-07,Standard,19.99,Yearly,Debit Card,2025-01-23,35,7,176.1,2638.68,No,Monthly,No,,
1186,Om Johnson,Male,30,Australia,2023-07-05,Premium,39.99,Monthly,PayPal,2025-09-18,32,10,132.4,1039.74,No,Annual,No,,
1187,Priya Waghchaure,Male,45,Canada,2024-08-31,Standard,19.99,Yearly,PayPal,2026-07-06,59,10,22.7,5277.36,No,Monthly,No,,
1188,Mia Sharma,Female,60,Germany,2022-07-01,Basic,9.99,Yearly,Debit Card,2023-10-19,37,4,8.2,1798.2,Yes,Annual,Yes,2023-11-24,High Price
1189,Riya Johnson,Female,59,Germany,2023-03-27,Basic,9.99,Monthly,UPI,2024-07-01,23,1,29.4,149.85,Yes,Monthly,No,,
1190,Liam Waghchaure,Male,38,Canada,2024-09-14,Basic,9.99,Yearly,Credit Card,2025-12-13,32,8,57.1,1798.2,Yes,Annual,Yes,2026-01-26,High Price
1191,Liam Sharma,Male,25,India,2024-01-07,Basic,9.99,Monthly,PayPal,2025-10-27,43,0,165.4,209.79,Yes,Annual,No,,
1192,Noah Sharma,Male,58,USA,2022-12-16,Premium,39.99,Yearly,Credit Card,2024-10-08,6,2,26.0,10557.36,No,Annual,No,,
1193,Ethan Patel,Female,58,Australia,2023-08-27,Premium,39.99,Monthly,PayPal,2025-12-18,23,2,87.4,1119.72,No,Annual,Yes,2026-01-26,Features Missing
1194,Alex Brown,Male,62,Canada,2023-04-22,Basic,9.99,Yearly,PayPal,2023-12-09,20,5,162.5,839.16,No,Annual,No,,
1195,Sophia Patel,Female,36,Australia,2023-01-04,Premium,39.99,Monthly,Credit Card,2025-04-03,49,8,97.1,1079.73,No,Annual,No,,
1196,John Sharma,Female,56,UK,2022-06-29,Standard,19.99,Monthly,Debit Card,2024-06-25,27,2,129.9,479.76,No,Annual,No,,
1197,Om Smith,Female,25,India,2024-08-25,Premium,39.99,Yearly,PayPal,2026-05-18,12,10,30.0,10077.48,No,Monthly,No,,
1198,Alex Sharma,Female,34,Japan,2022-01-02,Standard,19.99,Yearly,Credit Card,2023-10-14,37,9,165.0,5037.48,No,Monthly,No,,
1199,Kabir Patel,Female,28,Australia,2023-06-02,Basic,9.99,Yearly,PayPal,2023-10-25,6,0,155.0,479.52,No,Annual,No,,
1200,Ethan Johnson,Female,63,Australia,2023-03-27,Premium,39.99,Monthly,Debit Card,2023-11-06,59,3,10.2,279.93,Yes,Monthly,No,,
1201,Noah Brown,Male,50,Canada,2024-06-22,Basic,9.99,Monthly,Credit Card,2024-12-18,17,4,83.4,49.95,No,Monthly,No,,
1202,Mia Patel,Female,62,Japan,2022-09-29,Basic,9.99,Yearly,PayPal,2023-04-14,22,8,172.4,719.28,Yes,Monthly,Yes,2023-06-02,Low Usage
1203,Noah Sharma,Male,36,India,2022-06-12,Premium,39.99,Yearly,PayPal,2023-04-17,9,4,165.8,4798.8,Yes,Annual,Yes,2023-05-10,Features Missing
1204,Alex Patel,Female,50,India,2022-11-10,Standard,19.99,Yearly,Debit Card,2023-03-25,31,7,155.7,959.52,Yes,Monthly,No,,
1205,Noah Brown,Female,37,UK,2022-06-07,Basic,9.99,Yearly,UPI,2023-07-19,47,0,18.8,1558.44,Yes,Monthly,No,,
1206,Priya Patel,Male,60,Canada,2024-10-04,Premium,39.99,Yearly,UPI,2025-03-31,31,8,35.6,2399.4,Yes,Monthly,No,,
1207,Priya Waghchaure,Male,55,India,2023-04-22,Standard,19.99,Monthly,Debit Card,2025-03-08,55,10,96.3,439.78,No,Monthly,No,,
1208,Mia Brown,Female,44,Australia,2024-04-02,Premium,39.99,Yearly,PayPal,2026-08-18,2,0,29.2,13436.64,Yes,Annual,No,,
1209,Noah Smith,Female,49,Japan,2022-08-10,Basic,9.99,Yearly,Debit Card,2024-05-05,44,6,176.9,2517.48,No,Annual,No,,
1210,Ethan Brown,Male,61,Japan,2022-10-21,Basic,9.99,Yearly,Debit Card,2024-11-25,8,3,164.3,2997.0,Yes,Annual,No,,
1211,Sophia Brown,Male,42,UK,2022-04-09,Basic,9.99,Monthly,Debit Card,2023-04-09,39,1,17.6,119.88,No,Monthly,No,,
1212,Liam Sharma,Female,61,Australia,2025-04-02,Basic,9.99,Monthly,UPI,2026-10-17,46,5,39.0,179.82,Yes,Monthly,No,,
1213,Mia Waghchaure,Male,55,Germany,2025-01-30,Premium,39.99,Yearly,Credit Card,2027-07-11,57,2,53.4,13916.52,No,Annual,No,,
1214,Liam Sharma,Male,46,USA,2023-12-20,Basic,9.99,Monthly,UPI,2024-04-13,17,1,79.0,29.97,Yes,Monthly,No,,
1215,Riya Smith,Male,27,Australia,2023-09-17,Standard,19.99,Yearly,UPI,2024-02-26,40,1,111.6,1199.4,No,Monthly,No,,
1216,Alex Sharma,Male,63,Japan,2023-11-13,Standard,19.99,Monthly,PayPal,2024-01-28,43,3,21.7,39.98,No,Annual,No,,
1217,John Brown,Male,26,Germany,2024-10-08,Standard,19.99,Monthly,UPI,2025-04-09,21,4,28.0,119.94,No,Monthly,Yes,2025-05-29,Features Missing
1218,Aarav Patel,Male,24,Japan,2022-02-26,Premium,39.99,Yearly,PayPal,2023-05-24,28,0,158.9,7198.2,Yes,Monthly,No,,
1219,Anaya Patel,Male,51,UK,2023-09-06,Premium,39.99,Yearly,Debit Card,2026-01-13,28,6,45.1,13436.64,No,Monthly,No,,
1220,Anaya Brown,Female,65,India,2023-12-16,Standard,19.99,Monthly,UPI,2024-04-25,36,4,101.0,79.96,No,Annual,No,,
1221,Ava Johnson,Female,33,Germany,2024-06-04,Standard,19.99,Monthly,Credit Card,2025-04-25,21,8,147.9,199.9,No,Monthly,No,,
1222,Aarav Brown,Female,53,Australia,2025-01-31,Standard,19.99,Monthly,UPI,2025-07-11,0,8,19.5,99.95,No,Monthly,No,,
1223,Alex Brown,Male,26,Japan,2023-02-17,Basic,9.99,Monthly,Debit Card,2024-04-16,4,9,5.8,139.86,Yes,Annual,No,,
1224,Ethan Brown,Male,30,USA,2024-09-12,Premium,39.99,Yearly,Debit Card,2026-09-06,20,9,89.0,11517.12,No,Annual,No,,
1225,Liam Sharma,Male,58,Japan,2022-07-23,Basic,9.99,Monthly,PayPal,2024-12-16,58,5,132.2,289.71,No,Annual,No,,
1226,Mia Johnson,Male,23,Australia,2022-10-25,Standard,19.99,Monthly,Debit Card,2024-03-22,28,1,59.4,339.83,No,Monthly,Yes,2024-04-10,Features Missing
1227,Noah Waghchaure,Male,57,Australia,2024-09-23,Standard,19.99,Yearly,Credit Card,2027-02-10,48,10,164.3,6956.52,Yes,Annual,Yes,2027-03-03,Switched Competitor
1228,Liam Smith,Female,20,Japan,2024-07-18,Standard,19.99,Monthly,Credit Card,2026-11-08,36,10,156.8,559.72,Yes,Annual,Yes,2026-11-24,Features Missing
1229,Kabir Johnson,Female,22,Germany,2023-02-17,Basic,9.99,Monthly,Credit Card,2025-03-15,21,7,122.9,249.75,Yes,Monthly,No,,
1230,Ethan Johnson,Male,34,India,2022-04-18,Basic,9.99,Yearly,Credit Card,2022-09-12,52,3,65.8,479.52,No,Monthly,No,,
1231,Mia Sharma,Female,21,Germany,2024-08-26,Premium,39.99,Yearly,PayPal,2026-02-10,55,8,16.9,8157.96,No,Monthly,No,,
1232,Liam Johnson,Male,36,Japan,2023-05-20,Premium,39.99,Yearly,UPI,2023-07-18,11,0,48.8,479.88,Yes,Monthly,No,,
1233,Mia Smith,Female,60,USA,2023-11-02,Basic,9.99,Monthly,Debit Card,2025-12-01,40,2,11.6,249.75,No,Annual,Yes,2026-01-16,High Price
1234,Ava Brown,Female,48,India,2023-07-19,Standard,19.99,Monthly,Credit Card,2025-05-30,42,1,98.1,439.78,Yes,Monthly,No,,
1235,Alex Waghchaure,Male,57,Germany,2022-03-03,Premium,39.99,Yearly,PayPal,2022-07-12,38,2,116.4,1919.52,Yes,Annual,No,,
1236,John Sharma,Male,45,Germany,2024-01-29,Premium,39.99,Monthly,UPI,2025-05-05,47,1,52.0,599.85,No,Annual,No,,
1237,Priya Waghchaure,Male,63,Canada,2024-11-24,Standard,19.99,Monthly,PayPal,2025-10-21,10,0,108.4,219.89,Yes,Annual,No,,
1238,Olivia Patel,Female,18,Canada,2022-02-13,Premium,39.99,Yearly,UPI,2024-06-17,18,2,170.5,13436.64,No,Monthly,No,,
1239,Noah Brown,Female,56,India,2023-11-28,Basic,9.99,Monthly,Credit Card,2024-04-29,45,3,65.9,49.95,Yes,Monthly,No,,
1240,Alex Smith,Female,61,USA,2022-02-05,Premium,39.99,Yearly,UPI,2022-10-14,34,4,170.3,3839.04,No,Annual,No,,
1241,Ava Brown,Male,54,USA,2023-01-31,Premium,39.99,Monthly,Credit Card,2023-03-31,48,6,60.4,39.99,Yes,Monthly,No,,
1242,Om Brown,Male,36,Canada,2024-05-30,Standard,19.99,Monthly,PayPal,2025-11-20,6,5,126.1,339.83,No,Annual,Yes,2025-11-23,Switched Competitor
1243,Sophia Johnson,Female,41,UK,2023-10-02,Basic,9.99,Monthly,UPI,2024-12-27,31,8,140.8,149.85,No,Monthly,Yes,2025-01-20,Poor Support
1244,Olivia Waghchaure,Female,49,India,2022-10-03,Basic,9.99,Monthly,Credit Card,2023-11-08,16,4,109.2,129.87,Yes,Annual,No,,
1245,Emma Waghchaure,Female,34,UK,2024-10-07,Standard,19.99,Monthly,Credit Card,2025-05-06,42,9,21.4,139.93,No,Monthly,No,,
1246,Om Johnson,Female,29,UK,2024-01-16,Standard,19.99,Monthly,UPI,2026-01-04,56,1,67.4,459.77,Yes,Annual,Yes,2026-03-05,Poor Support
1247,Emma Brown,Female,53,Australia,2022-07-09,Basic,9.99,Monthly,Credit Card,2022-09-22,13,4,59.2,19.98,Yes,Monthly,No,,
1248,Priya Smith,Female,28,UK,2024-06-18,Basic,9.99,Yearly,UPI,2026-06-26,15,9,8.2,2877.12,Yes,Annual,No,,
1249,Om Smith,Male,63,USA,2022-03-25,Premium,39.99,Yearly,UPI,2023-06-22,24,4,23.6,7198.2,Yes,Annual,Yes,2023-08-09,Features Missing
1250,Aarav Sharma,Male,18,USA,2024-07-08,Standard,19.99,Yearly,PayPal,2025-03-28,4,6,84.7,1919.04,Yes,Annual,Yes,2025-04-21,Poor Support
1251,Mia Patel,Female,33,USA,2024-04-29,Premium,39.99,Yearly,Credit Card,2026-08-17,17,8,78.8,13436.64,No,Annual,No,,
1252,Mia Waghchaure,Male,30,Japan,2024-05-18,Standard,19.99,Monthly,Credit Card,2026-07-10,0,10,94.5,519.74,Yes,Monthly,Yes,2026-08-07,Low Usage
1253,Anaya Johnson,Female,45,Japan,2022-12-28,Premium,39.99,Yearly,Debit Card,2024-11-10,0,6,158.1,10557.36,No,Annual,No,,
1254,Priya Brown,Male,23,Germany,2022-12-03,Standard,19.99,Monthly,PayPal,2025-02-13,20,2,128.7,519.74,Yes,Monthly,No,,
1255,Priya Sharma,Female,47,Australia,2022-08-08,Premium,39.99,Monthly,Credit Card,2024-10-08,58,6,176.5,1039.74,No,Monthly,No,,
1256,Priya Brown,Male,25,Germany,2023-08-31,Premium,39.99,Yearly,UPI,2023-10-13,54,0,54.5,479.88,Yes,Monthly,No,,
1257,Sophia Brown,Female,37,Australia,2023-08-15,Premium,39.99,Monthly,Debit Card,2025-04-29,38,10,44.4,799.8,Yes,Monthly,No,,
1258,Noah Sharma,Female,63,Canada,2024-10-30,Standard,19.99,Monthly,PayPal,2026-11-17,35,9,161.7,479.76,No,Monthly,Yes,2026-11-28,Switched Competitor
1259,Noah Waghchaure,Female,33,Japan,2023-04-27,Basic,9.99,Yearly,Credit Card,2024-09-19,9,1,169.9,2037.96,No,Monthly,No,,
1260,Alex Waghchaure,Male,40,Japan,2024-12-30,Basic,9.99,Yearly,UPI,2026-03-04,46,10,97.9,1678.32,No,Annual,Yes,2026-04-28,Poor Support
1261,Priya Patel,Male,28,India,2023-04-25,Premium,39.99,Yearly,PayPal,2024-09-05,58,4,122.4,7678.08,No,Monthly,Yes,2024-09-19,Switched Competitor
1262,Noah Waghchaure,Female,22,Canada,2024-02-12,Premium,39.99,Yearly,Credit Card,2026-04-13,51,6,40.4,12476.88,Yes,Annual,No,,
1263,Ethan Sharma,Male,56,Germany,2022-09-19,Standard,19.99,Monthly,Credit Card,2023-10-22,50,10,72.8,259.87,Yes,Annual,No,,
1264,Ava Patel,Female,19,Germany,2024-12-23,Premium,39.99,Yearly,UPI,2026-12-01,50,1,137.8,11037.24,Yes,Annual,No,,
1265,Anaya Brown,Male,41,India,2022-02-22,Standard,19.99,Monthly,Debit Card,2024-04-16,46,6,61.6,519.74,No,Annual,No,,
1266,Noah Patel,Male,41,UK,2024-03-21,Premium,39.99,Yearly,Debit Card,2024-11-17,54,1,37.9,3839.04,Yes,Monthly,No,,
1267,Om Johnson,Male,58,UK,2023-02-18,Basic,9.99,Yearly,Credit Card,2024-03-16,28,2,17.4,1558.44,Yes,Annual,No,,
1268,Aarav Sharma,Male,41,Japan,2022-05-15,Premium,39.99,Monthly,Debit Card,2023-01-10,42,7,64.5,319.92,Yes,Monthly,No,,
1269,Om Brown,Female,19,Japan,2024-12-27,Standard,19.99,Yearly,Credit Card,2025-02-04,1,8,40.8,239.88,No,Annual,No,,
1270,Ava Johnson,Male,26,Canada,2025-02-22,Standard,19.99,Yearly,Debit Card,2026-11-21,53,4,23.6,5037.48,No,Monthly,No,,
1271,Aarav Patel,Male,54,USA,2023-11-19,Basic,9.99,Monthly,PayPal,2024-01-13,7,1,33.5,9.99,No,Annual,No,,
1272,John Waghchaure,Male,59,UK,2023-07-08,Premium,39.99,Yearly,UPI,2025-07-04,42,8,124.3,11517.12,Yes,Annual,Yes,2025-07-12,Features Missing
1273,Emma Sharma,Male,44,Australia,2025-01-03,Premium,39.99,Monthly,UPI,2026-09-05,3,1,116.5,799.8,Yes,Monthly,No,,
1274,Kabir Brown,Male,54,Germany,2022-12-10,Standard,19.99,Yearly,UPI,2024-04-11,29,4,23.6,3838.08,No,Annual,No,,
1275,Ava Waghchaure,Male,35,India,2023-09-30,Basic,9.99,Monthly,Debit Card,2024-02-29,59,1,43.0,49.95,Yes,Annual,No,,
1276,Priya Sharma,Female,26,Australia,2023-11-27,Standard,19.99,Yearly,Credit Card,2025-04-23,8,2,52.5,4077.96,Yes,Monthly,Yes,2025-04-28,Switched Competitor
1277,Sophia Sharma,Male,57,India,2024-08-17,Premium,39.99,Monthly,PayPal,2025-03-03,4,5,18.9,239.94,No,Monthly,No,,
1278,Aarav Brown,Female,48,Canada,2022-04-14,Standard,19.99,Yearly,PayPal,2022-09-09,24,4,112.6,959.52,Yes,Annual,No,,
1279,Sophia Sharma,Female,19,India,2025-02-03,Premium,39.99,Monthly,Debit Card,2027-05-09,0,1,163.0,1079.73,Yes,Annual,Yes,2027-07-02,High Price
1280,Liam Brown,Female,55,Germany,2024-01-30,Standard,19.99,Yearly,Credit Card,2024-03-04,47,1,104.6,239.88,Yes,Annual,Yes,2024-03-14,Switched Competitor
1281,Noah Patel,Female,44,Australia,2024-09-07,Basic,9.99,Yearly,Debit Card,2026-04-25,7,4,120.7,2277.72,Yes,Annual,No,,
1282,Aarav Smith,Female,45,India,2023-12-30,Premium,39.99,Monthly,Debit Card,2026-04-10,18,3,87.1,1079.73,No,Annual,No,,
1283,Riya Brown,Female,35,USA,2023-07-03,Basic,9.99,Yearly,Credit Card,2024-06-22,23,0,125.3,1318.68,No,Monthly,No,,
1284,Olivia Smith,Male,34,Germany,2022-01-07,Premium,39.99,Monthly,Debit Card,2022-04-06,51,10,114.9,79.98,Yes,Monthly,No,,
1285,John Sharma,Female,57,India,2023-09-24,Basic,9.99,Monthly,UPI,2025-10-05,34,0,45.2,239.76,No,Annual,No,,
1286,Aarav Patel,Female,22,Australia,2023-05-10,Basic,9.99,Yearly,PayPal,2023-09-08,41,7,106.8,479.52,Yes,Annual,No,,
1287,John Waghchaure,Female,33,Germany,2024-02-10,Standard,19.99,Yearly,Credit Card,2025-10-11,5,10,44.4,4797.6,No,Annual,Yes,2025-12-01,High Price
1288,Liam Sharma,Female,26,India,2025-01-26,Premium,39.99,Monthly,UPI,2025-08-20,28,4,114.7,239.94,No,Monthly,No,,
1289,Ethan Patel,Male,58,India,2023-12-30,Premium,39.99,Yearly,PayPal,2025-09-03,28,0,17.4,9597.6,Yes,Monthly,No,,
1290,Om Waghchaure,Male,32,Canada,2022-06-06,Basic,9.99,Yearly,Debit Card,2024-09-09,45,4,33.5,3236.76,No,Annual,No,,
1291,Sophia Sharma,Female,37,Australia,2022-05-25,Basic,9.99,Monthly,UPI,2023-04-10,53,9,50.8,99.9,Yes,Monthly,No,,
1292,John Sharma,Male,30,Japan,2024-12-15,Standard,19.99,Yearly,UPI,2027-02-22,49,8,97.0,6236.88,No,Monthly,No,,
1293,Kabir Johnson,Male,46,USA,2022-08-06,Basic,9.99,Yearly,UPI,2023-03-31,16,10,172.2,839.16,No,Annual,Yes,2023-04-02,High Price
1294,Anaya Johnson,Male,40,UK,2023-02-25,Standard,19.99,Yearly,Debit Card,2024-07-12,60,9,20.2,3838.08,Yes,Annual,No,,
1295,Liam Waghchaure,Male,43,Australia,2024-07-21,Standard,19.99,Yearly,Debit Card,2026-12-03,40,8,36.0,6716.64,Yes,Annual,No,,
1296,Kabir Johnson,Female,44,Australia,2025-01-13,Basic,9.99,Monthly,UPI,2026-09-27,5,10,127.4,199.8,No,Annual,No,,
1297,Kabir Brown,Male,24,Australia,2023-03-17,Standard,19.99,Monthly,UPI,2023-11-28,46,0,114.4,159.92,Yes,Monthly,No,,
1298,John Johnson,Male,27,Australia,2023-12-09,Premium,39.99,Yearly,UPI,2024-02-01,3,5,41.3,479.88,Yes,Monthly,No,,
1299,Mia Sharma,Male,40,Japan,2024-05-01,Standard,19.99,Monthly,UPI,2025-01-17,27,1,84.8,159.92,No,Annual,No,,
1300,Priya Patel,Male,27,Japan,2024-09-03,Premium,39.99,Monthly,Debit Card,2026-12-08,38,8,147.9,1079.73,Yes,Monthly,No,,
1301,Mia Brown,Male,36,Japan,2022-06-16,Basic,9.99,Monthly,PayPal,2024-04-09,9,0,17.4,219.78,Yes,Monthly,No,,
1302,Riya Waghchaure,Male,55,India,2023-05-24,Basic,9.99,Yearly,Credit Card,2025-04-28,27,6,154.0,2757.24,No,Monthly,No,,
1303,Anaya Smith,Male,20,India,2023-07-09,Premium,39.99,Monthly,Debit Card,2025-01-18,20,9,96.2,719.82,No,Annual,No,,
1304,Ava Johnson,Female,42,India,2024-03-07,Premium,39.99,Monthly,UPI,2024-06-01,12,8,94.6,79.98,Yes,Annual,Yes,2024-06-11,Features Missing
1305,Ava Patel,Male,57,Canada,2025-02-03,Basic,9.99,Yearly,PayPal,2027-02-04,41,1,105.2,2877.12,No,Annual,No,,
1306,Riya Johnson,Male,49,USA,2023-11-17,Basic,9.99,Monthly,PayPal,2026-02-14,5,8,124.8,269.73,No,Annual,Yes,2026-02-20,Switched Competitor
1307,John Sharma,Female,39,Japan,2024-08-03,Premium,39.99,Monthly,Credit Card,2026-04-13,22,0,68.5,799.8,No,Monthly,Yes,2026-05-01,Switched Competitor
1308,Mia Johnson,Male,45,Canada,2025-03-09,Basic,9.99,Monthly,Debit Card,2027-05-15,13,6,114.0,259.74,Yes,Monthly,Yes,2027-06-11,High Price
1309,Sophia Sharma,Male,58,Germany,2023-08-04,Standard,19.99,Yearly,Debit Card,2024-01-12,8,4,8.4,1199.4,No,Monthly,No,,
1310,Liam Johnson,Male,51,Japan,2023-07-10,Standard,19.99,Monthly,PayPal,2024-04-20,23,6,120.9,179.91,No,Monthly,No,,
1311,Liam Smith,Female,60,USA,2025-02-15,Premium,39.99,Yearly,UPI,2025-04-09,52,7,131.9,479.88,Yes,Annual,Yes,2025-05-19,Low Usage
1312,Kabir Waghchaure,Male,48,USA,2024-09-17,Standard,19.99,Monthly,Debit Card,2025-04-01,18,7,90.1,119.94,Yes,Annual,No,,
1313,Emma Smith,Male,24,Germany,2023-04-20,Basic,9.99,Monthly,UPI,2025-03-27,48,6,77.0,229.77,No,Monthly,No,,
1314,Priya Smith,Female,40,Germany,2022-04-24,Premium,39.99,Yearly,PayPal,2022-05-28,1,0,156.3,479.88,No,Monthly,No,,
1315,John Smith,Female,31,India,2022-08-06,Premium,39.99,Yearly,Debit Card,2024-01-19,16,7,146.5,8157.96,Yes,Monthly,No,,
1316,Emma Johnson,Female,32,USA,2022-04-02,Standard,19.99,Yearly,Debit Card,2024-03-05,49,5,64.2,5517.24,No,Annual,No,,
1317,Priya Johnson,Female,34,UK,2025-04-13,Standard,19.99,Yearly,PayPal,2027-09-19,23,3,80.5,6956.52,Yes,Monthly,No,,
1318,Ava Sharma,Male,27,India,2024-12-15,Premium,39.99,Monthly,UPI,2027-01-18,34,2,58.1,999.75,No,Monthly,No,,
1319,Ava Waghchaure,Female,58,USA,2024-09-21,Standard,19.99,Monthly,UPI,2026-07-29,59,0,38.9,439.78,Yes,Annual,No,,
1320,John Sharma,Male,54,Australia,2024-11-10,Basic,9.99,Yearly,Credit Card,2025-08-05,9,4,158.9,959.04,Yes,Monthly,Yes,2025-08-25,Features Missing
1321,Noah Patel,Female,42,Canada,2022-07-21,Premium,39.99,Monthly,PayPal,2024-05-08,34,6,18.9,839.79,Yes,Monthly,No,,
1322,Aarav Brown,Male,19,Canada,2023-03-15,Basic,9.99,Yearly,UPI,2025-05-29,7,3,153.1,3116.88,No,Annual,No,,
1323,Riya Johnson,Male,48,UK,2022-05-03,Basic,9.99,Monthly,Credit Card,2024-05-15,26,8,134.1,239.76,No,Annual,No,,
1324,Riya Patel,Female,50,Canada,2025-02-25,Basic,9.99,Monthly,Credit Card,2027-08-10,26,3,137.7,289.71,Yes,Monthly,No,,
1325,Kabir Smith,Female,19,Canada,2024-10-21,Basic,9.99,Yearly,Debit Card,2026-12-29,51,9,115.9,3116.88,Yes,Annual,Yes,2027-02-12,Low Usage
1326,Noah Patel,Male,62,Australia,2022-09-10,Standard,19.99,Yearly,UPI,2024-09-27,26,7,45.1,5757.12,No,Monthly,No,,
1327,Anaya Johnson,Male,62,UK,2024-09-01,Basic,9.99,Monthly,Debit Card,2026-03-22,29,3,35.6,179.82,No,Monthly,No,,
1328,Anaya Sharma,Male,34,Germany,2023-04-02,Basic,9.99,Monthly,PayPal,2024-06-28,14,10,38.1,149.85,Yes,Monthly,No,,
1329,Emma Smith,Female,34,Germany,2024-03-08,Premium,39.99,Monthly,PayPal,2025-02-27,21,8,80.2,439.89,No,Annual,No,,
1330,Kabir Waghchaure,Male,58,India,2024-06-17,Premium,39.99,Yearly,Debit Card,2025-02-28,57,8,94.0,3839.04,Yes,Annual,No,,
1331,Riya Johnson,Male,46,India,2022-11-01,Basic,9.99,Yearly,Credit Card,2024-09-26,26,1,84.6,2757.24,No,Monthly,No,,
1332,Ethan Patel,Male,56,Germany,2022-02-17,Basic,9.99,Monthly,UPI,2023-05-31,10,9,120.9,149.85,No,Monthly,No,,
1333,Alex Waghchaure,Female,60,Germany,2024-11-12,Standard,19.99,Monthly,PayPal,2026-09-26,31,1,171.3,439.78,No,Monthly,Yes,2026-10-06,High Price
1334,Priya Waghchaure,Male,57,USA,2024-08-17,Basic,9.99,Yearly,PayPal,2025-02-02,56,4,178.4,599.4,No,Monthly,No,,
1335,Alex Waghchaure,Male,45,Australia,2024-03-06,Basic,9.99,Yearly,Debit Card,2026-05-08,43,4,167.3,3116.88,No,Monthly,No,,
1336,Sophia Patel,Female,23,UK,2022-08-17,Basic,9.99,Yearly,Debit Card,2023-10-23,27,4,59.4,1678.32,No,Annual,No,,
1337,Liam Brown,Female,38,Japan,2023-08-15,Standard,19.99,Yearly,Credit Card,2023-12-04,40,6,34.1,719.64,No,Monthly,No,,
1338,Ethan Smith,Male,59,Germany,2022-05-02,Premium,39.99,Monthly,UPI,2022-11-22,59,5,72.8,239.94,Yes,Monthly,No,,
1339,Om Sharma,Male,26,Japan,2022-07-23,Basic,9.99,Yearly,UPI,2024-09-25,10,0,86.1,3116.88,Yes,Annual,Yes,2024-10-05,Poor Support
1340,Emma Johnson,Male,44,USA,2022-09-18,Basic,9.99,Monthly,PayPal,2024-06-03,8,7,134.7,199.8,Yes,Annual,No,,
1341,Liam Sharma,Male,39,Germany,2022-12-23,Basic,9.99,Yearly,Credit Card,2024-08-28,37,7,140.1,2397.6,No,Monthly,No,,
1342,Kabir Sharma,Female,42,Japan,2024-01-12,Standard,19.99,Monthly,Credit Card,2026-05-06,51,2,119.1,559.72,Yes,Annual,No,,
1343,John Sharma,Male,45,USA,2023-12-19,Basic,9.99,Yearly,Debit Card,2024-02-10,41,8,64.1,119.88,No,Annual,No,,
1344,Sophia Johnson,Female,19,Canada,2022-07-01,Premium,39.99,Monthly,UPI,2023-09-13,29,0,39.9,559.86,No,Monthly,No,,
1345,Om Waghchaure,Female,36,India,2024-09-27,Standard,19.99,Yearly,PayPal,2027-01-03,20,7,80.2,6476.76,No,Monthly,No,,
1346,Priya Brown,Female,33,Germany,2025-03-05,Basic,9.99,Monthly,UPI,2026-06-05,51,7,169.4,149.85,Yes,Annual,No,,
1347,Ava Waghchaure,Female,41,Japan,2023-08-23,Basic,9.99,Yearly,Debit Card,2023-11-06,6,10,113.0,239.76,Yes,Monthly,No,,
1348,John Brown,Female,29,Australia,2022-08-09,Standard,19.99,Monthly,PayPal,2022-11-04,60,2,54.3,39.98,No,Annual,No,,
1349,Sophia Waghchaure,Female,35,India,2024-11-16,Basic,9.99,Yearly,PayPal,2025-04-25,31,3,74.6,599.4,No,Monthly,No,,
1350,Alex Waghchaure,Male,38,Canada,2022-05-06,Standard,19.99,Monthly,PayPal,2023-06-17,33,0,137.7,259.87,Yes,Annual,No,,
